year,region,state,gender,mode_of_trans,count
2015,Midwest,Wisconsin,female,bicycle,8004
2015,Midwest,Wisconsin,female,walked,45988
2015,Midwest,Wisconsin,female,taxicab_or_other,9447
2015,West,Wyoming,female,drove_alone,106562
2015,West,Wyoming,female,carpooled,12317
2015,West,Wyoming,female,public_transportation,1118
2015,West,Wyoming,female,bicycle,526
2015,West,Wyoming,female,walked,5934
2015,West,Wyoming,female,taxicab_or_other,371
2016,Southeast,Alabama,male,drove_alone,913821
2016,Southeast,Alabama,male,carpooled,87419
2016,Southeast,Alabama,male,public_transportation,2441
2016,Southeast,Alabama,male,bicycle,1475
2016,Southeast,Alabama,male,walked,13531
2016,Southeast,Alabama,male,taxicab_or_other,12989
2016,West,Alaska,male,drove_alone,138210
2016,West,Alaska,male,carpooled,24431
2016,West,Alaska,male,public_transportation,2633
2016,West,Alaska,male,bicycle,2719
2016,West,Alaska,male,walked,16244
2016,West,Alaska,male,taxicab_or_other,8448
2016,Southwest,Arizona,male,drove_alone,1228069
2016,Southwest,Arizona,male,carpooled,174634
2016,Southwest,Arizona,male,public_transportation,29332
2016,Southwest,Arizona,male,bicycle,17681
2016,Southwest,Arizona,male,walked,31659
2016,Southwest,Arizona,male,taxicab_or_other,33593
2016,Southeast,Arkansas,male,drove_alone,545791
2016,Southeast,Arkansas,male,carpooled,68204
2016,Southeast,Arkansas,male,public_transportation,2242
2016,Southeast,Arkansas,male,bicycle,1274
2016,Southeast,Arkansas,male,walked,14160
2016,Southeast,Arkansas,male,taxicab_or_other,8456
2016,West,California,male,drove_alone,7263074
2016,West,California,male,carpooled,992712
2016,West,California,male,public_transportation,468713
2016,West,California,male,bicycle,130714
2016,West,California,male,walked,250234
2016,West,California,male,taxicab_or_other,167896
2016,West,Colorado,male,drove_alone,1147777
2016,West,Colorado,male,carpooled,133483
2016,West,Colorado,male,public_transportation,42667
2016,West,Colorado,male,bicycle,22893
2016,West,Colorado,male,walked,46507
2016,West,Colorado,male,taxicab_or_other,19688
2016,Northeast,Connecticut,male,drove_alone,712025
2016,Northeast,Connecticut,male,carpooled,77982
2016,Northeast,Connecticut,male,public_transportation,47145
2016,Northeast,Connecticut,male,bicycle,3756
2016,Northeast,Connecticut,male,walked,22809
2016,Northeast,Connecticut,male,taxicab_or_other,9434
2016,Northeast,Delaware,male,drove_alone,180315
2016,Northeast,Delaware,male,carpooled,21118
2016,Northeast,Delaware,male,public_transportation,5783
2016,Northeast,Delaware,male,bicycle,968
2016,Northeast,Delaware,male,walked,4402
2016,Northeast,Delaware,male,taxicab_or_other,1784
2016,Southeast,Florida,male,drove_alone,3781634
2016,Southeast,Florida,male,carpooled,437914
2016,Southeast,Florida,male,public_transportation,91839
2016,Southeast,Florida,male,bicycle,42358
2016,Southeast,Florida,male,walked,81727
2016,Southeast,Florida,male,taxicab_or_other,88291
2016,Southeast,Georgia,male,drove_alone,1922736
2016,Southeast,Georgia,male,carpooled,248245
2016,Southeast,Georgia,male,public_transportation,50599
2016,Southeast,Georgia,male,bicycle,8875
2016,Southeast,Georgia,male,walked,44551
2016,Southeast,Georgia,male,taxicab_or_other,40745
2016,West,Hawaii,male,drove_alone,269069
2016,West,Hawaii,male,carpooled,44407
2016,West,Hawaii,male,public_transportation,20664
2016,West,Hawaii,male,bicycle,3820
2016,West,Hawaii,male,walked,19375
2016,West,Hawaii,male,taxicab_or_other,10359
2016,West,Idaho,male,drove_alone,327470
2016,West,Idaho,male,carpooled,38320
2016,West,Idaho,male,public_transportation,2831
2016,West,Idaho,male,bicycle,6001
2016,West,Idaho,male,walked,10272
2016,West,Idaho,male,taxicab_or_other,5449
2016,Midwest,Illinois,male,drove_alone,2367029
2016,Midwest,Illinois,male,carpooled,247612
2016,Midwest,Illinois,male,public_transportation,282080
2016,Midwest,Illinois,male,bicycle,30617
2016,Midwest,Illinois,male,walked,93988
2016,Midwest,Illinois,male,taxicab_or_other,38912
2016,Midwest,Indiana,male,drove_alone,1350392
2016,Midwest,Indiana,male,carpooled,142339
2016,Midwest,Indiana,male,public_transportation,14174
2016,Midwest,Indiana,male,bicycle,9711
2016,Midwest,Indiana,male,walked,37415
2016,Midwest,Indiana,male,taxicab_or_other,18030
2016,Midwest,Iowa,male,drove_alone,678728
2016,Midwest,Iowa,male,carpooled,66296
2016,Midwest,Iowa,male,public_transportation,9104
2016,Midwest,Iowa,male,bicycle,5580
2016,Midwest,Iowa,male,walked,28053
2016,Midwest,Iowa,male,taxicab_or_other,9354
2016,Midwest,Kansas,male,drove_alone,621219
2016,Midwest,Kansas,male,carpooled,65481
2016,Midwest,Kansas,male,public_transportation,3276
2016,Midwest,Kansas,male,bicycle,4935
2016,Midwest,Kansas,male,walked,19904
2016,Midwest,Kansas,male,taxicab_or_other,8788
2016,Southeast,Kentucky,male,drove_alone,823183
2016,Southeast,Kentucky,male,carpooled,94034
2016,Southeast,Kentucky,male,public_transportation,8815
2016,Southeast,Kentucky,male,bicycle,3935
2016,Southeast,Kentucky,male,walked,22093
2016,Southeast,Kentucky,male,taxicab_or_other,15591
2016,Southeast,Louisiana,male,drove_alone,843230
2016,Southeast,Louisiana,male,carpooled,96678
2016,Southeast,Louisiana,male,public_transportation,12571
2016,Southeast,Louisiana,male,bicycle,6774
2016,Southeast,Louisiana,male,walked,18987
2016,Southeast,Louisiana,male,taxicab_or_other,18514
2016,Northeast,Maine,male,drove_alone,256892
2016,Northeast,Maine,male,carpooled,31545
2016,Northeast,Maine,male,public_transportation,2316
2016,Northeast,Maine,male,bicycle,1795
2016,Northeast,Maine,male,walked,13444
2016,Northeast,Maine,male,taxicab_or_other,2862
2016,Northeast,Maryland,male,drove_alone,1152514
2016,Northeast,Maryland,male,carpooled,145162
2016,Northeast,Maryland,male,public_transportation,122141
2016,Northeast,Maryland,male,bicycle,7089
2016,Northeast,Maryland,male,walked,40237
2016,Northeast,Maryland,male,taxicab_or_other,21456
2016,Northeast,Massachusetts,male,drove_alone,1259641
2016,Northeast,Massachusetts,male,carpooled,132868
2016,Northeast,Massachusetts,male,public_transportation,177062
2016,Northeast,Massachusetts,male,bicycle,20499
2016,Northeast,Massachusetts,male,walked,77468
2016,Northeast,Massachusetts,male,taxicab_or_other,23805
2016,Midwest,Michigan,male,drove_alone,1926979
2016,Midwest,Michigan,male,carpooled,211508
2016,Midwest,Michigan,male,public_transportation,32607
2016,Midwest,Michigan,male,bicycle,15058
2016,Midwest,Michigan,male,walked,49716
2016,Midwest,Michigan,male,taxicab_or_other,21142
2016,Midwest,Minnesota,male,drove_alone,1171031
2016,Midwest,Minnesota,male,carpooled,126259
2016,Midwest,Minnesota,male,public_transportation,52372
2016,Midwest,Minnesota,male,bicycle,13909
2016,Midwest,Minnesota,male,walked,36536
2016,Midwest,Minnesota,male,taxicab_or_other,14693
2016,Southeast,Mississippi,male,drove_alone,519136
2016,Southeast,Mississippi,male,carpooled,63040
2016,Southeast,Mississippi,male,public_transportation,1913
2016,Southeast,Mississippi,male,bicycle,1145
2016,Southeast,Mississippi,male,walked,10079
2016,Southeast,Mississippi,male,taxicab_or_other,13355
2016,Midwest,Missouri,male,drove_alone,1203963
2016,Midwest,Missouri,male,carpooled,127912
2016,Midwest,Missouri,male,public_transportation,20877
2016,Midwest,Missouri,male,bicycle,4365
2016,Midwest,Missouri,male,walked,31688
2016,Midwest,Missouri,male,taxicab_or_other,17161
2016,West,Montana,male,drove_alone,196621
2016,West,Montana,male,carpooled,23487
2016,West,Montana,male,public_transportation,1952
2016,West,Montana,male,bicycle,3998
2016,West,Montana,male,walked,15587
2016,West,Montana,male,taxicab_or_other,3091
2016,Midwest,Nebraska,male,drove_alone,422430
2016,Midwest,Nebraska,male,carpooled,45098
2016,Midwest,Nebraska,male,public_transportation,2863
2016,Midwest,Nebraska,male,bicycle,3395
2016,Midwest,Nebraska,male,walked,13732
2016,Midwest,Nebraska,male,taxicab_or_other,7019
2016,West,Nevada,male,drove_alone,574875
2016,West,Nevada,male,carpooled,73129
2016,West,Nevada,male,public_transportation,25901
2016,West,Nevada,male,bicycle,4699
2016,West,Nevada,male,walked,14061
2016,West,Nevada,male,taxicab_or_other,11711
2016,Northeast,New Hampshire,male,drove_alone,289134
2016,Northeast,New Hampshire,male,carpooled,32785
2016,Northeast,New Hampshire,male,public_transportation,3769
2016,Northeast,New Hampshire,male,bicycle,1569
2016,Northeast,New Hampshire,male,walked,10791
2016,Northeast,New Hampshire,male,taxicab_or_other,4977
2016,Northeast,New Jersey,male,drove_alone,1610082
2016,Northeast,New Jersey,male,carpooled,197730
2016,Northeast,New Jersey,male,public_transportation,278548
2016,Northeast,New Jersey,male,bicycle,9462
2016,Northeast,New Jersey,male,walked,62335
2016,Northeast,New Jersey,male,taxicab_or_other,36635
2016,Southwest,New Mexico,male,drove_alone,364539
2016,Southwest,New Mexico,male,carpooled,40944
2016,Southwest,New Mexico,male,public_transportation,7379
2016,Southwest,New Mexico,male,bicycle,5047
2016,Southwest,New Mexico,male,walked,12470
2016,Southwest,New Mexico,male,taxicab_or_other,6547
2016,Northeast,New York,male,drove_alone,2605227
2016,Northeast,New York,male,carpooled,317815
2016,Northeast,New York,male,public_transportation,1299587
2016,Northeast,New York,male,bicycle,47936
2016,Northeast,New York,male,walked,289610
2016,Northeast,New York,male,taxicab_or_other,63758
2016,Southeast,North Carolina,male,drove_alone,1943973
2016,Southeast,North Carolina,male,carpooled,238889
2016,Southeast,North Carolina,male,public_transportation,26039
2016,Southeast,North Carolina,male,bicycle,6864
2016,Southeast,North Carolina,male,walked,49802
2016,Southeast,North Carolina,male,taxicab_or_other,34083
2016,Midwest,North Dakota,male,drove_alone,178731
2016,Midwest,North Dakota,male,carpooled,21759
2016,Midwest,North Dakota,male,public_transportation,1289
2016,Midwest,North Dakota,male,bicycle,1495
2016,Midwest,North Dakota,male,walked,6234
2016,Midwest,North Dakota,male,taxicab_or_other,1643
2016,Midwest,Ohio,male,drove_alone,2341929
2016,Midwest,Ohio,male,carpooled,213614
2016,Midwest,Ohio,male,public_transportation,42052
2016,Midwest,Ohio,male,bicycle,11192
2016,Midwest,Ohio,male,walked,70522
2016,Midwest,Ohio,male,taxicab_or_other,31616
2016,Southwest,Oklahoma,male,drove_alone,763199
2016,Southwest,Oklahoma,male,carpooled,84759
2016,Southwest,Oklahoma,male,public_transportation,4152
2016,Southwest,Oklahoma,male,bicycle,3181
2016,Southwest,Oklahoma,male,walked,16762
2016,Southwest,Oklahoma,male,taxicab_or_other,13850
2016,West,Oregon,male,drove_alone,730108
2016,West,Oregon,male,carpooled,99981
2016,West,Oregon,male,public_transportation,42585
2016,West,Oregon,male,bicycle,28203
2016,West,Oregon,male,walked,36022
2016,West,Oregon,male,taxicab_or_other,13424
2016,Northeast,Pennsylvania,male,drove_alone,2386761
2016,Northeast,Pennsylvania,male,carpooled,261767
2016,Northeast,Pennsylvania,male,public_transportation,149501
2016,Northeast,Pennsylvania,male,bicycle,20448
2016,Northeast,Pennsylvania,male,walked,110285
2016,Northeast,Pennsylvania,male,taxicab_or_other,34411
2016,Northeast,Rhode Island,male,drove_alone,211922
2016,Northeast,Rhode Island,male,carpooled,23220
2016,Northeast,Rhode Island,male,public_transportation,5942
2016,Northeast,Rhode Island,male,bicycle,754
2016,Northeast,Rhode Island,male,walked,9715
2016,Northeast,Rhode Island,male,taxicab_or_other,1832
2016,Southeast,South Carolina,male,drove_alone,934675
2016,Southeast,South Carolina,male,carpooled,109673
2016,Southeast,South Carolina,male,public_transportation,6313
2016,Southeast,South Carolina,male,bicycle,3575
2016,Southeast,South Carolina,male,walked,27303
2016,Southeast,South Carolina,male,taxicab_or_other,17243
2016,Midwest,South Dakota,male,drove_alone,182382
2016,Midwest,South Dakota,male,carpooled,20565
2016,Midwest,South Dakota,male,public_transportation,1105
2016,Midwest,South Dakota,male,bicycle,1035
2016,Midwest,South Dakota,male,walked,9760
2016,Midwest,South Dakota,male,taxicab_or_other,3269
2016,Southeast,Tennessee,male,drove_alone,1309518
2016,Southeast,Tennessee,male,carpooled,136292
2016,Southeast,Tennessee,male,public_transportation,9729
2016,Southeast,Tennessee,male,bicycle,2483
2016,Southeast,Tennessee,male,walked,23150
2016,Southeast,Tennessee,male,taxicab_or_other,20542
2016,Southwest,Texas,male,drove_alone,5608140
2016,Southwest,Texas,male,carpooled,711676
2016,Southwest,Texas,male,public_transportation,94469
2016,Southwest,Texas,male,bicycle,24906
2016,Southwest,Texas,male,walked,118840
2016,Southwest,Texas,male,taxicab_or_other,103930
2016,West,Utah,male,drove_alone,613568
2016,West,Utah,male,carpooled,88681
2016,West,Utah,male,public_transportation,23931
2016,West,Utah,male,bicycle,6329
2016,West,Utah,male,walked,22150
2016,West,Utah,male,taxicab_or_other,10449
2016,Northeast,Vermont,male,drove_alone,122263
2016,Northeast,Vermont,male,carpooled,12733
2016,Northeast,Vermont,male,public_transportation,2801
2016,Northeast,Vermont,male,bicycle,1188
2016,Northeast,Vermont,male,walked,8665
2016,Northeast,Vermont,male,taxicab_or_other,2801
2016,Southeast,Virginia,male,drove_alone,1672630
2016,Southeast,Virginia,male,carpooled,211246
2016,Southeast,Virginia,male,public_transportation,88943
2016,Southeast,Virginia,male,bicycle,12327
2016,Southeast,Virginia,male,walked,65444
2016,Southeast,Virginia,male,taxicab_or_other,34557
2016,West,Washington,male,drove_alone,1347678
2016,West,Washington,male,carpooled,182236
2016,West,Washington,male,public_transportation,116060
2016,West,Washington,male,bicycle,21971
2016,West,Washington,male,walked,76010
2016,West,Washington,male,taxicab_or_other,28027
2016,Southeast,West Virginia,male,drove_alone,303931
2016,Southeast,West Virginia,male,carpooled,37388
2016,Southeast,West Virginia,male,public_transportation,3821
2016,Southeast,West Virginia,male,bicycle,635
2016,Southeast,West Virginia,male,walked,12284
2016,Southeast,West Virginia,male,taxicab_or_other,4258
2016,Midwest,Wisconsin,male,drove_alone,1229156
2016,Midwest,Wisconsin,male,carpooled,125150
2016,Midwest,Wisconsin,male,public_transportation,24042
2016,Midwest,Wisconsin,male,bicycle,13827
2016,Midwest,Wisconsin,male,walked,44952
2016,Midwest,Wisconsin,male,taxicab_or_other,17082
2016,West,Wyoming,male,drove_alone,117371
2016,West,Wyoming,male,carpooled,15529
2016,West,Wyoming,male,public_transportation,3735
2016,West,Wyoming,male,bicycle,1209
2016,West,Wyoming,male,walked,7348
2016,West,Wyoming,male,taxicab_or_other,1528
2016,Southeast,Alabama,female,drove_alone,854359
2016,Southeast,Alabama,female,carpooled,77627
2016,Southeast,Alabama,female,public_transportation,3893
2016,Southeast,Alabama,female,bicycle,635
2016,Southeast,Alabama,female,walked,10344
2016,Southeast,Alabama,female,taxicab_or_other,6076
2016,West,Alaska,female,drove_alone,112282
2016,West,Alaska,female,carpooled,19827
2016,West,Alaska,female,public_transportation,1748
2016,West,Alaska,female,bicycle,881
2016,West,Alaska,female,walked,11384
2016,West,Alaska,female,taxicab_or_other,5225
2016,Southwest,Arizona,female,drove_alone,1061446
2016,Southwest,Arizona,female,carpooled,154011
2016,Southwest,Arizona,female,public_transportation,26040
2016,Southwest,Arizona,female,bicycle,7188
2016,Southwest,Arizona,female,walked,23164
2016,Southwest,Arizona,female,taxicab_or_other,16244
2016,Southeast,Arkansas,female,drove_alone,505107
2016,Southeast,Arkansas,female,carpooled,60389
2016,Southeast,Arkansas,female,public_transportation,2005
2016,Southeast,Arkansas,female,bicycle,432
2016,Southeast,Arkansas,female,walked,11296
2016,Southeast,Arkansas,female,taxicab_or_other,4720
2016,West,California,female,drove_alone,5923103
2016,West,California,female,carpooled,853830
2016,West,California,female,public_transportation,441640
2016,West,California,female,bicycle,53868
2016,West,California,female,walked,231404
2016,West,California,female,taxicab_or_other,104486
2016,West,Colorado,female,drove_alone,960181
2016,West,Colorado,female,carpooled,118345
2016,West,Colorado,female,public_transportation,39324
2016,West,Colorado,female,bicycle,7716
2016,West,Colorado,female,walked,37963
2016,West,Colorado,female,taxicab_or_other,10392
2016,Northeast,Connecticut,female,drove_alone,675215
2016,Northeast,Connecticut,female,carpooled,68232
2016,Northeast,Connecticut,female,public_transportation,41017
2016,Northeast,Connecticut,female,bicycle,1574
2016,Northeast,Connecticut,female,walked,26087
2016,Northeast,Connecticut,female,taxicab_or_other,6529
2016,Northeast,Delaware,female,drove_alone,175499
2016,Northeast,Delaware,female,carpooled,18339
2016,Northeast,Delaware,female,public_transportation,5975
2016,Northeast,Delaware,female,bicycle,360
2016,Northeast,Delaware,female,walked,3765
2016,Northeast,Delaware,female,taxicab_or_other,1283
2016,Southeast,Florida,female,drove_alone,3439484
2016,Southeast,Florida,female,carpooled,397527
2016,Southeast,Florida,female,public_transportation,95275
2016,Southeast,Florida,female,bicycle,14106
2016,Southeast,Florida,female,walked,55477
2016,Southeast,Florida,female,taxicab_or_other,49114
2016,Southeast,Georgia,female,drove_alone,1791614
2016,Southeast,Georgia,female,carpooled,203006
2016,Southeast,Georgia,female,public_transportation,49429
2016,Southeast,Georgia,female,bicycle,3284
2016,Southeast,Georgia,female,walked,28150
2016,Southeast,Georgia,female,taxicab_or_other,26433
2016,West,Hawaii,female,drove_alone,205426
2016,West,Hawaii,female,carpooled,52134
2016,West,Hawaii,female,public_transportation,27144
2016,West,Hawaii,female,bicycle,1364
2016,West,Hawaii,female,walked,14026
2016,West,Hawaii,female,taxicab_or_other,6063
2016,West,Idaho,female,drove_alone,269738
2016,West,Idaho,female,carpooled,33736
2016,West,Idaho,female,public_transportation,1451
2016,West,Idaho,female,bicycle,2825
2016,West,Idaho,female,walked,9437
2016,West,Idaho,female,taxicab_or_other,1559
2016,Midwest,Illinois,female,drove_alone,2116446
2016,Midwest,Illinois,female,carpooled,223830
2016,Midwest,Illinois,female,public_transportation,291292
2016,Midwest,Illinois,female,bicycle,11749
2016,Midwest,Illinois,female,walked,90980
2016,Midwest,Illinois,female,taxicab_or_other,33132
2016,Midwest,Indiana,female,drove_alone,1235672
2016,Midwest,Indiana,female,carpooled,122591
2016,Midwest,Indiana,female,public_transportation,17269
2016,Midwest,Indiana,female,bicycle,3100
2016,Midwest,Indiana,female,walked,28883
2016,Midwest,Indiana,female,taxicab_or_other,9489
2016,Midwest,Iowa,female,drove_alone,607808
2016,Midwest,Iowa,female,carpooled,63008
2016,Midwest,Iowa,female,public_transportation,7960
2016,Midwest,Iowa,female,bicycle,1785
2016,Midwest,Iowa,female,walked,26396
2016,Midwest,Iowa,female,taxicab_or_other,4602
2016,Midwest,Kansas,female,drove_alone,547381
2016,Midwest,Kansas,female,carpooled,60412
2016,Midwest,Kansas,female,public_transportation,4062
2016,Midwest,Kansas,female,bicycle,1159
2016,Midwest,Kansas,female,walked,15137
2016,Midwest,Kansas,female,taxicab_or_other,6051
2016,Southeast,Kentucky,female,drove_alone,759051
2016,Southeast,Kentucky,female,carpooled,84300
2016,Southeast,Kentucky,female,public_transportation,12110
2016,Southeast,Kentucky,female,bicycle,450
2016,Southeast,Kentucky,female,walked,19260
2016,Southeast,Kentucky,female,taxicab_or_other,9465
2016,Southeast,Louisiana,female,drove_alone,813940
2016,Southeast,Louisiana,female,carpooled,88381
2016,Southeast,Louisiana,female,public_transportation,12918
2016,Southeast,Louisiana,female,bicycle,3140
2016,Southeast,Louisiana,female,walked,14180
2016,Southeast,Louisiana,female,taxicab_or_other,8578
2016,Northeast,Maine,female,drove_alone,254120
2016,Northeast,Maine,female,carpooled,26158
2016,Northeast,Maine,female,public_transportation,1916
2016,Northeast,Maine,female,bicycle,922
2016,Northeast,Maine,female,walked,12376
2016,Northeast,Maine,female,taxicab_or_other,2845
2016,Northeast,Maryland,female,drove_alone,1095194
2016,Northeast,Maryland,female,carpooled,128806
2016,Northeast,Maryland,female,public_transportation,136809
2016,Northeast,Maryland,female,bicycle,1649
2016,Northeast,Maryland,female,walked,34610
2016,Northeast,Maryland,female,taxicab_or_other,14910
2016,Northeast,Massachusetts,female,drove_alone,1197466
2016,Northeast,Massachusetts,female,carpooled,134288
2016,Northeast,Massachusetts,female,public_transportation,177549
2016,Northeast,Massachusetts,female,bicycle,9688
2016,Northeast,Massachusetts,female,walked,91112
2016,Northeast,Massachusetts,female,taxicab_or_other,23402
2016,Midwest,Michigan,female,drove_alone,1773519
2016,Midwest,Michigan,female,carpooled,186743
2016,Midwest,Michigan,female,public_transportation,31643
2016,Midwest,Michigan,female,bicycle,5625
2016,Midwest,Michigan,female,walked,44415
2016,Midwest,Michigan,female,taxicab_or_other,13074
2016,Midwest,Minnesota,female,drove_alone,1061574
2016,Midwest,Minnesota,female,carpooled,120086
2016,Midwest,Minnesota,female,public_transportation,51594
2016,Midwest,Minnesota,female,bicycle,6285
2016,Midwest,Minnesota,female,walked,38609
2016,Midwest,Minnesota,female,taxicab_or_other,8202
2016,Southeast,Mississippi,female,drove_alone,508637
2016,Southeast,Mississippi,female,carpooled,56327
2016,Southeast,Mississippi,female,public_transportation,1787
2016,Southeast,Mississippi,female,bicycle,90
2016,Southeast,Mississippi,female,walked,6681
2016,Southeast,Mississippi,female,taxicab_or_other,5745
2016,Midwest,Missouri,female,drove_alone,1136550
2016,Midwest,Missouri,female,carpooled,120167
2016,Midwest,Missouri,female,public_transportation,20127
2016,Midwest,Missouri,female,bicycle,2402
2016,Midwest,Missouri,female,walked,20848
2016,Midwest,Missouri,female,taxicab_or_other,9216
2016,West,Montana,female,drove_alone,180407
2016,West,Montana,female,carpooled,21968
2016,West,Montana,female,public_transportation,1400
2016,West,Montana,female,bicycle,2138
2016,West,Montana,female,walked,12582
2016,West,Montana,female,taxicab_or_other,1499
2016,Midwest,Nebraska,female,drove_alone,376776
2016,Midwest,Nebraska,female,carpooled,42470
2016,Midwest,Nebraska,female,public_transportation,2943
2016,Midwest,Nebraska,female,bicycle,1994
2016,Midwest,Nebraska,female,walked,10245
2016,Midwest,Nebraska,female,taxicab_or_other,2217
2016,West,Nevada,female,drove_alone,493241
2016,West,Nevada,female,carpooled,64824
2016,West,Nevada,female,public_transportation,20143
2016,West,Nevada,female,bicycle,327
2016,West,Nevada,female,walked,8690
2016,West,Nevada,female,taxicab_or_other,7207
2016,Northeast,New Hampshire,female,drove_alone,273446
2016,Northeast,New Hampshire,female,carpooled,27698
2016,Northeast,New Hampshire,female,public_transportation,2577
2016,Northeast,New Hampshire,female,bicycle,424
2016,Northeast,New Hampshire,female,walked,11220
2016,Northeast,New Hampshire,female,taxicab_or_other,3027
2016,Northeast,New Jersey,female,drove_alone,1453866
2016,Northeast,New Jersey,female,carpooled,166893
2016,Northeast,New Jersey,female,public_transportation,230954
2016,Northeast,New Jersey,female,bicycle,2958
2016,Northeast,New Jersey,female,walked,61218
2016,Northeast,New Jersey,female,taxicab_or_other,26848
2016,Southwest,New Mexico,female,drove_alone,337571
2016,Southwest,New Mexico,female,carpooled,41968
2016,Southwest,New Mexico,female,public_transportation,5081
2016,Southwest,New Mexico,female,bicycle,1260
2016,Southwest,New Mexico,female,walked,7369
2016,Southwest,New Mexico,female,taxicab_or_other,3093
2016,Northeast,New York,female,drove_alone,2282812
2016,Northeast,New York,female,carpooled,288790
2016,Northeast,New York,female,public_transportation,1337264
2016,Northeast,New York,female,bicycle,18659
2016,Northeast,New York,female,walked,288373
2016,Northeast,New York,female,taxicab_or_other,51513
2016,Southeast,North Carolina,female,drove_alone,1819148
2016,Southeast,North Carolina,female,carpooled,184462
2016,Southeast,North Carolina,female,public_transportation,21860
2016,Southeast,North Carolina,female,bicycle,2319
2016,Southeast,North Carolina,female,walked,29847
2016,Southeast,North Carolina,female,taxicab_or_other,18756
2016,Midwest,North Dakota,female,drove_alone,146774
2016,Midwest,North Dakota,female,carpooled,18631
2016,Midwest,North Dakota,female,public_transportation,851
2016,Midwest,North Dakota,female,bicycle,863
2016,Midwest,North Dakota,female,walked,5699
2016,Midwest,North Dakota,female,taxicab_or_other,1263
2016,Midwest,Ohio,female,drove_alone,2173339
2016,Midwest,Ohio,female,carpooled,193300
2016,Midwest,Ohio,female,public_transportation,44838
2016,Midwest,Ohio,female,bicycle,5566
2016,Midwest,Ohio,female,walked,56512
2016,Midwest,Ohio,female,taxicab_or_other,17162
2016,Southwest,Oklahoma,female,drove_alone,664965
2016,Southwest,Oklahoma,female,carpooled,79360
2016,Southwest,Oklahoma,female,public_transportation,4510
2016,Southwest,Oklahoma,female,bicycle,1591
2016,Southwest,Oklahoma,female,walked,12734
2016,Southwest,Oklahoma,female,taxicab_or_other,6365
2016,West,Oregon,female,drove_alone,644296
2016,West,Oregon,female,carpooled,84651
2016,West,Oregon,female,public_transportation,40144
2016,West,Oregon,female,bicycle,14522
2016,West,Oregon,female,walked,32660
2016,West,Oregon,female,taxicab_or_other,7114
2016,Northeast,Pennsylvania,female,drove_alone,2164166
2016,Northeast,Pennsylvania,female,carpooled,238041
2016,Northeast,Pennsylvania,female,public_transportation,182571
2016,Northeast,Pennsylvania,female,bicycle,10532
2016,Northeast,Pennsylvania,female,walked,107750
2016,Northeast,Pennsylvania,female,taxicab_or_other,21378
2016,Northeast,Rhode Island,female,drove_alone,197807
2016,Northeast,Rhode Island,female,carpooled,19421
2016,Northeast,Rhode Island,female,public_transportation,6531
2016,Northeast,Rhode Island,female,bicycle,804
2016,Northeast,Rhode Island,female,walked,8730
2016,Northeast,Rhode Island,female,taxicab_or_other,2072
2016,Southeast,South Carolina,female,drove_alone,895000
2016,Southeast,South Carolina,female,carpooled,96523
2016,Southeast,South Carolina,female,public_transportation,5942
2016,Southeast,South Carolina,female,bicycle,1957
2016,Southeast,South Carolina,female,walked,19263
2016,Southeast,South Carolina,female,taxicab_or_other,8952
2016,Midwest,South Dakota,female,drove_alone,161251
2016,Midwest,South Dakota,female,carpooled,17654
2016,Midwest,South Dakota,female,public_transportation,1003
2016,Midwest,South Dakota,female,bicycle,684
2016,Midwest,South Dakota,female,walked,6722
2016,Midwest,South Dakota,female,taxicab_or_other,965
2016,Southeast,Tennessee,female,drove_alone,1180094
2016,Southeast,Tennessee,female,carpooled,119570
2016,Southeast,Tennessee,female,public_transportation,10969
2016,Southeast,Tennessee,female,bicycle,895
2016,Southeast,Tennessee,female,walked,16298
2016,Southeast,Tennessee,female,taxicab_or_other,11265
2016,Southwest,Texas,female,drove_alone,4686758
2016,Southwest,Texas,female,carpooled,577573
2016,Southwest,Texas,female,public_transportation,88916
2016,Southwest,Texas,female,bicycle,8041
2016,Southwest,Texas,female,walked,82314
2016,Southwest,Texas,female,taxicab_or_other,59322
2016,West,Utah,female,drove_alone,474952
2016,West,Utah,female,carpooled,68712
2016,West,Utah,female,public_transportation,15269
2016,West,Utah,female,bicycle,3098
2016,West,Utah,female,walked,17285
2016,West,Utah,female,taxicab_or_other,3748
2016,Northeast,Vermont,female,drove_alone,118019
2016,Northeast,Vermont,female,carpooled,12625
2016,Northeast,Vermont,female,public_transportation,2113
2016,Northeast,Vermont,female,bicycle,821
2016,Northeast,Vermont,female,walked,10220
2016,Northeast,Vermont,female,taxicab_or_other,1564
2016,Southeast,Virginia,female,drove_alone,1519855
2016,Southeast,Virginia,female,carpooled,181975
2016,Southeast,Virginia,female,public_transportation,82697
2016,Southeast,Virginia,female,bicycle,4682
2016,Southeast,Virginia,female,walked,43007
2016,Southeast,Virginia,female,taxicab_or_other,24300
2016,West,Washington,female,drove_alone,1145194
2016,West,Washington,female,carpooled,159559
2016,West,Washington,female,public_transportation,104072
2016,West,Washington,female,bicycle,7862
2016,West,Washington,female,walked,53400
2016,West,Washington,female,taxicab_or_other,14642
2016,Southeast,West Virginia,female,drove_alone,288034
2016,Southeast,West Virginia,female,carpooled,29712
2016,Southeast,West Virginia,female,public_transportation,4059
2016,Southeast,West Virginia,female,bicycle,167
2016,Southeast,West Virginia,female,walked,10751
2016,Southeast,West Virginia,female,taxicab_or_other,1799
