year,region,state,gender,mode_of_trans,count
2016,Midwest,Wisconsin,female,drove_alone,1124306
2016,Midwest,Wisconsin,female,carpooled,114590
2016,Midwest,Wisconsin,female,public_transportation,26783
2016,Midwest,Wisconsin,female,bicycle,6680
2016,Midwest,Wisconsin,female,walked,43430
2016,Midwest,Wisconsin,female,taxicab_or_other,9089
2016,West,Wyoming,female,drove_alone,103755
2016,West,Wyoming,female,carpooled,10061
2016,West,Wyoming,female,public_transportation,587
2016,West,Wyoming,female,bicycle,537
2016,West,Wyoming,female,walked,5757
2016,West,Wyoming,female,taxicab_or_other,491
2017,Southeast,Alabama,male,drove_alone,915626
2017,Southeast,Alabama,male,carpooled,90973
2017,Southeast,Alabama,male,public_transportation,3539
2017,Southeast,Alabama,male,bicycle,1487
2017,Southeast,Alabama,male,walked,11902
2017,Southeast,Alabama,male,taxicab_or_other,11009
2017,West,Alaska,male,drove_alone,133469
2017,West,Alaska,male,carpooled,21947
2017,West,Alaska,male,public_transportation,3475
2017,West,Alaska,male,bicycle,2038
2017,West,Alaska,male,walked,15119
2017,West,Alaska,male,taxicab_or_other,10452
2017,Southwest,Arizona,male,drove_alone,1271918
2017,Southwest,Arizona,male,carpooled,185145
2017,Southwest,Arizona,male,public_transportation,28842
2017,Southwest,Arizona,male,bicycle,17964
2017,Southwest,Arizona,male,walked,31950
2017,Southwest,Arizona,male,taxicab_or_other,33133
2017,Southeast,Arkansas,male,drove_alone,560340
2017,Southeast,Arkansas,male,carpooled,60812
2017,Southeast,Arkansas,male,public_transportation,1626
2017,Southeast,Arkansas,male,bicycle,1890
2017,Southeast,Arkansas,male,walked,12483
2017,Southeast,Arkansas,male,taxicab_or_other,7497
2017,West,California,male,drove_alone,7462129
2017,West,California,male,carpooled,966353
2017,West,California,male,public_transportation,474001
2017,West,California,male,bicycle,120511
2017,West,California,male,walked,252384
2017,West,California,male,taxicab_or_other,175325
2017,West,Colorado,male,drove_alone,1167710
2017,West,Colorado,male,carpooled,135423
2017,West,Colorado,male,public_transportation,49339
2017,West,Colorado,male,bicycle,22084
2017,West,Colorado,male,walked,43558
2017,West,Colorado,male,taxicab_or_other,21541
2017,Northeast,Connecticut,male,drove_alone,715561
2017,Northeast,Connecticut,male,carpooled,71150
2017,Northeast,Connecticut,male,public_transportation,44055
2017,Northeast,Connecticut,male,bicycle,3585
2017,Northeast,Connecticut,male,walked,23977
2017,Northeast,Connecticut,male,taxicab_or_other,8769
2017,Northeast,Delaware,male,drove_alone,183757
2017,Northeast,Delaware,male,carpooled,14110
2017,Northeast,Delaware,male,public_transportation,4659
2017,Northeast,Delaware,male,bicycle,903
2017,Northeast,Delaware,male,walked,5178
2017,Northeast,Delaware,male,taxicab_or_other,2729
2017,Southeast,Florida,male,drove_alone,3886857
2017,Southeast,Florida,male,carpooled,443536
2017,Southeast,Florida,male,public_transportation,81346
2017,Southeast,Florida,male,bicycle,38564
2017,Southeast,Florida,male,walked,71517
2017,Southeast,Florida,male,taxicab_or_other,104957
2017,Southeast,Georgia,male,drove_alone,1953703
2017,Southeast,Georgia,male,carpooled,263879
2017,Southeast,Georgia,male,public_transportation,51030
2017,Southeast,Georgia,male,bicycle,8785
2017,Southeast,Georgia,male,walked,41368
2017,Southeast,Georgia,male,taxicab_or_other,47478
2017,West,Hawaii,male,drove_alone,268223
2017,West,Hawaii,male,carpooled,42725
2017,West,Hawaii,male,public_transportation,18802
2017,West,Hawaii,male,bicycle,5644
2017,West,Hawaii,male,walked,21825
2017,West,Hawaii,male,taxicab_or_other,8566
2017,West,Idaho,male,drove_alone,331728
2017,West,Idaho,male,carpooled,42887
2017,West,Idaho,male,public_transportation,3031
2017,West,Idaho,male,bicycle,4592
2017,West,Idaho,male,walked,10625
2017,West,Idaho,male,taxicab_or_other,7265
2017,Midwest,Illinois,male,drove_alone,2346981
2017,Midwest,Illinois,male,carpooled,250871
2017,Midwest,Illinois,male,public_transportation,302410
2017,Midwest,Illinois,male,bicycle,27286
2017,Midwest,Illinois,male,walked,94169
2017,Midwest,Illinois,male,taxicab_or_other,41319
2017,Midwest,Indiana,male,drove_alone,1358711
2017,Midwest,Indiana,male,carpooled,144668
2017,Midwest,Indiana,male,public_transportation,14379
2017,Midwest,Indiana,male,bicycle,10199
2017,Midwest,Indiana,male,walked,34257
2017,Midwest,Indiana,male,taxicab_or_other,20075
2017,Midwest,Iowa,male,drove_alone,679742
2017,Midwest,Iowa,male,carpooled,68820
2017,Midwest,Iowa,male,public_transportation,6241
2017,Midwest,Iowa,male,bicycle,6732
2017,Midwest,Iowa,male,walked,26491
2017,Midwest,Iowa,male,taxicab_or_other,8526
2017,Midwest,Kansas,male,drove_alone,638995
2017,Midwest,Kansas,male,carpooled,64425
2017,Midwest,Kansas,male,public_transportation,3112
2017,Midwest,Kansas,male,bicycle,4165
2017,Midwest,Kansas,male,walked,18553
2017,Midwest,Kansas,male,taxicab_or_other,9137
2017,Southeast,Kentucky,male,drove_alone,841259
2017,Southeast,Kentucky,male,carpooled,94649
2017,Southeast,Kentucky,male,public_transportation,8658
2017,Southeast,Kentucky,male,bicycle,2930
2017,Southeast,Kentucky,male,walked,22895
2017,Southeast,Kentucky,male,taxicab_or_other,15448
2017,Southeast,Louisiana,male,drove_alone,850244
2017,Southeast,Louisiana,male,carpooled,95414
2017,Southeast,Louisiana,male,public_transportation,9930
2017,Southeast,Louisiana,male,bicycle,8466
2017,Southeast,Louisiana,male,walked,17860
2017,Southeast,Louisiana,male,taxicab_or_other,19040
2017,Northeast,Maine,male,drove_alone,257969
2017,Northeast,Maine,male,carpooled,33115
2017,Northeast,Maine,male,public_transportation,1515
2017,Northeast,Maine,male,bicycle,2406
2017,Northeast,Maine,male,walked,14268
2017,Northeast,Maine,male,taxicab_or_other,3904
2017,Northeast,Maryland,male,drove_alone,1172913
2017,Northeast,Maryland,male,carpooled,142375
2017,Northeast,Maryland,male,public_transportation,122437
2017,Northeast,Maryland,male,bicycle,8507
2017,Northeast,Maryland,male,walked,32338
2017,Northeast,Maryland,male,taxicab_or_other,22024
2017,Northeast,Massachusetts,male,drove_alone,1276210
2017,Northeast,Massachusetts,male,carpooled,127320
2017,Northeast,Massachusetts,male,public_transportation,177042
2017,Northeast,Massachusetts,male,bicycle,22382
2017,Northeast,Massachusetts,male,walked,81048
2017,Northeast,Massachusetts,male,taxicab_or_other,25022
2017,Midwest,Michigan,male,drove_alone,1968682
2017,Midwest,Michigan,male,carpooled,207421
2017,Midwest,Michigan,male,public_transportation,29969
2017,Midwest,Michigan,male,bicycle,14322
2017,Midwest,Michigan,male,walked,51846
2017,Midwest,Michigan,male,taxicab_or_other,19926
2017,Midwest,Minnesota,male,drove_alone,1197246
2017,Midwest,Minnesota,male,carpooled,120439
2017,Midwest,Minnesota,male,public_transportation,49883
2017,Midwest,Minnesota,male,bicycle,13778
2017,Midwest,Minnesota,male,walked,40316
2017,Midwest,Minnesota,male,taxicab_or_other,17927
2017,Southeast,Mississippi,male,drove_alone,529669
2017,Southeast,Mississippi,male,carpooled,56065
2017,Southeast,Mississippi,male,public_transportation,2339
2017,Southeast,Mississippi,male,bicycle,164
2017,Southeast,Mississippi,male,walked,10236
2017,Southeast,Mississippi,male,taxicab_or_other,11506
2017,Midwest,Missouri,male,drove_alone,1224756
2017,Midwest,Missouri,male,carpooled,124794
2017,Midwest,Missouri,male,public_transportation,19199
2017,Midwest,Missouri,male,bicycle,3935
2017,Midwest,Missouri,male,walked,32916
2017,Midwest,Missouri,male,taxicab_or_other,17588
2017,West,Montana,male,drove_alone,201426
2017,West,Montana,male,carpooled,24295
2017,West,Montana,male,public_transportation,2515
2017,West,Montana,male,bicycle,4340
2017,West,Montana,male,walked,14198
2017,West,Montana,male,taxicab_or_other,4543
2017,Midwest,Nebraska,male,drove_alone,436995
2017,Midwest,Nebraska,male,carpooled,44336
2017,Midwest,Nebraska,male,public_transportation,3591
2017,Midwest,Nebraska,male,bicycle,1971
2017,Midwest,Nebraska,male,walked,14481
2017,Midwest,Nebraska,male,taxicab_or_other,5516
2017,West,Nevada,male,drove_alone,600794
2017,West,Nevada,male,carpooled,68166
2017,West,Nevada,male,public_transportation,25855
2017,West,Nevada,male,bicycle,3925
2017,West,Nevada,male,walked,14392
2017,West,Nevada,male,taxicab_or_other,16387
2017,Northeast,New Hampshire,male,drove_alone,302026
2017,Northeast,New Hampshire,male,carpooled,31294
2017,Northeast,New Hampshire,male,public_transportation,2517
2017,Northeast,New Hampshire,male,bicycle,1413
2017,Northeast,New Hampshire,male,walked,8830
2017,Northeast,New Hampshire,male,taxicab_or_other,4296
2017,Northeast,New Jersey,male,drove_alone,1638131
2017,Northeast,New Jersey,male,carpooled,185594
2017,Northeast,New Jersey,male,public_transportation,286872
2017,Northeast,New Jersey,male,bicycle,8684
2017,Northeast,New Jersey,male,walked,71003
2017,Northeast,New Jersey,male,taxicab_or_other,35735
2017,Southwest,New Mexico,male,drove_alone,360059
2017,Southwest,New Mexico,male,carpooled,46464
2017,Southwest,New Mexico,male,public_transportation,5687
2017,Southwest,New Mexico,male,bicycle,4510
2017,Southwest,New Mexico,male,walked,10535
2017,Southwest,New Mexico,male,taxicab_or_other,6562
2017,Northeast,New York,male,drove_alone,2652454
2017,Northeast,New York,male,carpooled,310837
2017,Northeast,New York,male,public_transportation,1288809
2017,Northeast,New York,male,bicycle,46597
2017,Northeast,New York,male,walked,292793
2017,Northeast,New York,male,taxicab_or_other,67029
2017,Southeast,North Carolina,male,drove_alone,1989080
2017,Southeast,North Carolina,male,carpooled,237735
2017,Southeast,North Carolina,male,public_transportation,23003
2017,Southeast,North Carolina,male,bicycle,7850
2017,Southeast,North Carolina,male,walked,56376
2017,Southeast,North Carolina,male,taxicab_or_other,29064
2017,Midwest,North Dakota,male,drove_alone,181615
2017,Midwest,North Dakota,male,carpooled,17065
2017,Midwest,North Dakota,male,public_transportation,787
2017,Midwest,North Dakota,male,bicycle,1797
2017,Midwest,North Dakota,male,walked,10651
2017,Midwest,North Dakota,male,taxicab_or_other,1953
2017,Midwest,Ohio,male,drove_alone,2370736
2017,Midwest,Ohio,male,carpooled,213778
2017,Midwest,Ohio,male,public_transportation,37788
2017,Midwest,Ohio,male,bicycle,10852
2017,Midwest,Ohio,male,walked,62442
2017,Midwest,Ohio,male,taxicab_or_other,27753
2017,Southwest,Oklahoma,male,drove_alone,763797
2017,Southwest,Oklahoma,male,carpooled,88788
2017,Southwest,Oklahoma,male,public_transportation,2829
2017,Southwest,Oklahoma,male,bicycle,3266
2017,Southwest,Oklahoma,male,walked,19657
2017,Southwest,Oklahoma,male,taxicab_or_other,12935
2017,West,Oregon,male,drove_alone,740139
2017,West,Oregon,male,carpooled,102314
2017,West,Oregon,male,public_transportation,42961
2017,West,Oregon,male,bicycle,26008
2017,West,Oregon,male,walked,37224
2017,West,Oregon,male,taxicab_or_other,12081
2017,Northeast,Pennsylvania,male,drove_alone,2434350
2017,Northeast,Pennsylvania,male,carpooled,270301
2017,Northeast,Pennsylvania,male,public_transportation,145539
2017,Northeast,Pennsylvania,male,bicycle,23780
2017,Northeast,Pennsylvania,male,walked,107501
2017,Northeast,Pennsylvania,male,taxicab_or_other,31905
2017,Northeast,Rhode Island,male,drove_alone,213283
2017,Northeast,Rhode Island,male,carpooled,25871
2017,Northeast,Rhode Island,male,public_transportation,5566
2017,Northeast,Rhode Island,male,bicycle,783
2017,Northeast,Rhode Island,male,walked,9832
2017,Northeast,Rhode Island,male,taxicab_or_other,2288
2017,Southeast,South Carolina,male,drove_alone,940795
2017,Southeast,South Carolina,male,carpooled,112668
2017,Southeast,South Carolina,male,public_transportation,5536
2017,Southeast,South Carolina,male,bicycle,4380
2017,Southeast,South Carolina,male,walked,30906
2017,Southeast,South Carolina,male,taxicab_or_other,18630
2017,Midwest,South Dakota,male,drove_alone,189964
2017,Midwest,South Dakota,male,carpooled,17574
2017,Midwest,South Dakota,male,public_transportation,1617
2017,Midwest,South Dakota,male,bicycle,1196
2017,Midwest,South Dakota,male,walked,8762
2017,Midwest,South Dakota,male,taxicab_or_other,2486
2017,Southeast,Tennessee,male,drove_alone,1340681
2017,Southeast,Tennessee,male,carpooled,140442
2017,Southeast,Tennessee,male,public_transportation,9901
2017,Southeast,Tennessee,male,bicycle,3432
2017,Southeast,Tennessee,male,walked,23339
2017,Southeast,Tennessee,male,taxicab_or_other,20166
2017,Southwest,Texas,male,drove_alone,5765229
2017,Southwest,Texas,male,carpooled,697054
2017,Southwest,Texas,male,public_transportation,90116
2017,Southwest,Texas,male,bicycle,25029
2017,Southwest,Texas,male,walked,117754
2017,Southwest,Texas,male,taxicab_or_other,110467
2017,West,Utah,male,drove_alone,637544
2017,West,Utah,male,carpooled,87077
2017,West,Utah,male,public_transportation,20656
2017,West,Utah,male,bicycle,7602
2017,West,Utah,male,walked,19385
2017,West,Utah,male,taxicab_or_other,10530
2017,Northeast,Vermont,male,drove_alone,121683
2017,Northeast,Vermont,male,carpooled,13974
2017,Northeast,Vermont,male,public_transportation,1866
2017,Northeast,Vermont,male,bicycle,1671
2017,Northeast,Vermont,male,walked,9327
2017,Northeast,Vermont,male,taxicab_or_other,1956
2017,Southeast,Virginia,male,drove_alone,1705686
2017,Southeast,Virginia,male,carpooled,190593
2017,Southeast,Virginia,male,public_transportation,90126
2017,Southeast,Virginia,male,bicycle,13156
2017,Southeast,Virginia,male,walked,62099
2017,Southeast,Virginia,male,taxicab_or_other,33967
2017,West,Washington,male,drove_alone,1389678
2017,West,Washington,male,carpooled,196028
2017,West,Washington,male,public_transportation,122868
2017,West,Washington,male,bicycle,19864
2017,West,Washington,male,walked,73137
2017,West,Washington,male,taxicab_or_other,27012
2017,Southeast,West Virginia,male,drove_alone,310677
2017,Southeast,West Virginia,male,carpooled,33973
2017,Southeast,West Virginia,male,public_transportation,4106
2017,Southeast,West Virginia,male,bicycle,946
2017,Southeast,West Virginia,male,walked,11777
2017,Southeast,West Virginia,male,taxicab_or_other,3854
2017,Midwest,Wisconsin,male,drove_alone,1247831
2017,Midwest,Wisconsin,male,carpooled,114003
2017,Midwest,Wisconsin,male,public_transportation,23865
2017,Midwest,Wisconsin,male,bicycle,12832
2017,Midwest,Wisconsin,male,walked,44673
2017,Midwest,Wisconsin,male,taxicab_or_other,17910
2017,West,Wyoming,male,drove_alone,116940
2017,West,Wyoming,male,carpooled,16097
2017,West,Wyoming,male,public_transportation,1241
2017,West,Wyoming,male,bicycle,2272
2017,West,Wyoming,male,walked,6204
2017,West,Wyoming,male,taxicab_or_other,2621
2017,Southeast,Alabama,female,drove_alone,833323
2017,Southeast,Alabama,female,carpooled,82535
2017,Southeast,Alabama,female,public_transportation,3695
2017,Southeast,Alabama,female,bicycle,571
2017,Southeast,Alabama,female,walked,11692
2017,Southeast,Alabama,female,taxicab_or_other,6395
2017,West,Alaska,female,drove_alone,109997
2017,West,Alaska,female,carpooled,19607
2017,West,Alaska,female,public_transportation,2352
2017,West,Alaska,female,bicycle,685
2017,West,Alaska,female,walked,10710
2017,West,Alaska,female,taxicab_or_other,5447
2017,Southwest,Arizona,female,drove_alone,1090244
2017,Southwest,Arizona,female,carpooled,154445
2017,Southwest,Arizona,female,public_transportation,26653
2017,Southwest,Arizona,female,bicycle,7306
2017,Southwest,Arizona,female,walked,29470
2017,Southwest,Arizona,female,taxicab_or_other,15165
2017,Southeast,Arkansas,female,drove_alone,507913
2017,Southeast,Arkansas,female,carpooled,65602
2017,Southeast,Arkansas,female,public_transportation,2162
2017,Southeast,Arkansas,female,bicycle,448
2017,Southeast,Arkansas,female,walked,10629
2017,Southeast,Arkansas,female,taxicab_or_other,3108
2017,West,California,female,drove_alone,6079434
2017,West,California,female,carpooled,870917
2017,West,California,female,public_transportation,445578
2017,West,California,female,bicycle,45518
2017,West,California,female,walked,220991
2017,West,California,female,taxicab_or_other,114601
2017,West,Colorado,female,drove_alone,993960
2017,West,Colorado,female,carpooled,111424
2017,West,Colorado,female,public_transportation,43539
2017,West,Colorado,female,bicycle,9639
2017,West,Colorado,female,walked,33692
2017,West,Colorado,female,taxicab_or_other,10966
2017,Northeast,Connecticut,female,drove_alone,676252
2017,Northeast,Connecticut,female,carpooled,68510
2017,Northeast,Connecticut,female,public_transportation,39405
2017,Northeast,Connecticut,female,bicycle,1898
2017,Northeast,Connecticut,female,walked,25494
2017,Northeast,Connecticut,female,taxicab_or_other,8170
2017,Northeast,Delaware,female,drove_alone,169688
2017,Northeast,Delaware,female,carpooled,16570
2017,Northeast,Delaware,female,public_transportation,4939
2017,Northeast,Delaware,female,bicycle,663
2017,Northeast,Delaware,female,walked,4388
2017,Northeast,Delaware,female,taxicab_or_other,969
2017,Southeast,Florida,female,drove_alone,3537077
2017,Southeast,Florida,female,carpooled,406893
2017,Southeast,Florida,female,public_transportation,81055
2017,Southeast,Florida,female,bicycle,15187
2017,Southeast,Florida,female,walked,60869
2017,Southeast,Florida,female,taxicab_or_other,52717
2017,Southeast,Georgia,female,drove_alone,1811791
2017,Southeast,Georgia,female,carpooled,208863
2017,Southeast,Georgia,female,public_transportation,51265
2017,Southeast,Georgia,female,bicycle,2769
2017,Southeast,Georgia,female,walked,33518
2017,Southeast,Georgia,female,taxicab_or_other,31670
2017,West,Hawaii,female,drove_alone,207415
2017,West,Hawaii,female,carpooled,50599
2017,West,Hawaii,female,public_transportation,24461
2017,West,Hawaii,female,bicycle,935
2017,West,Hawaii,female,walked,16563
2017,West,Hawaii,female,taxicab_or_other,7537
2017,West,Idaho,female,drove_alone,280282
2017,West,Idaho,female,carpooled,35966
2017,West,Idaho,female,public_transportation,1828
2017,West,Idaho,female,bicycle,1822
2017,West,Idaho,female,walked,6848
2017,West,Idaho,female,taxicab_or_other,3119
2017,Midwest,Illinois,female,drove_alone,2129759
2017,Midwest,Illinois,female,carpooled,225872
2017,Midwest,Illinois,female,public_transportation,285937
2017,Midwest,Illinois,female,bicycle,10552
2017,Midwest,Illinois,female,walked,82989
2017,Midwest,Illinois,female,taxicab_or_other,32689
2017,Midwest,Indiana,female,drove_alone,1218366
2017,Midwest,Indiana,female,carpooled,128606
2017,Midwest,Indiana,female,public_transportation,14725
2017,Midwest,Indiana,female,bicycle,3460
2017,Midwest,Indiana,female,walked,31304
2017,Midwest,Indiana,female,taxicab_or_other,13665
2017,Midwest,Iowa,female,drove_alone,620804
2017,Midwest,Iowa,female,carpooled,58902
2017,Midwest,Iowa,female,public_transportation,7426
2017,Midwest,Iowa,female,bicycle,1400
2017,Midwest,Iowa,female,walked,24534
2017,Midwest,Iowa,female,taxicab_or_other,6176
2017,Midwest,Kansas,female,drove_alone,540790
2017,Midwest,Kansas,female,carpooled,60263
2017,Midwest,Kansas,female,public_transportation,2989
2017,Midwest,Kansas,female,bicycle,930
2017,Midwest,Kansas,female,walked,14763
2017,Midwest,Kansas,female,taxicab_or_other,5220
2017,Southeast,Kentucky,female,drove_alone,756737
2017,Southeast,Kentucky,female,carpooled,87877
2017,Southeast,Kentucky,female,public_transportation,11850
2017,Southeast,Kentucky,female,bicycle,635
2017,Southeast,Kentucky,female,walked,18079
2017,Southeast,Kentucky,female,taxicab_or_other,10751
2017,Southeast,Louisiana,female,drove_alone,806836
2017,Southeast,Louisiana,female,carpooled,89394
2017,Southeast,Louisiana,female,public_transportation,11492
2017,Southeast,Louisiana,female,bicycle,3511
2017,Southeast,Louisiana,female,walked,15895
2017,Southeast,Louisiana,female,taxicab_or_other,8520
2017,Northeast,Maine,female,drove_alone,258892
2017,Northeast,Maine,female,carpooled,28529
2017,Northeast,Maine,female,public_transportation,2304
2017,Northeast,Maine,female,bicycle,802
2017,Northeast,Maine,female,walked,12567
2017,Northeast,Maine,female,taxicab_or_other,2716
2017,Northeast,Maryland,female,drove_alone,1084741
2017,Northeast,Maryland,female,carpooled,136346
2017,Northeast,Maryland,female,public_transportation,136967
2017,Northeast,Maryland,female,bicycle,3312
2017,Northeast,Maryland,female,walked,33257
2017,Northeast,Maryland,female,taxicab_or_other,16544
2017,Northeast,Massachusetts,female,drove_alone,1193474
2017,Northeast,Massachusetts,female,carpooled,127779
2017,Northeast,Massachusetts,female,public_transportation,189951
2017,Northeast,Massachusetts,female,bicycle,9550
2017,Northeast,Massachusetts,female,walked,88514
2017,Northeast,Massachusetts,female,taxicab_or_other,21531
2017,Midwest,Michigan,female,drove_alone,1791651
2017,Midwest,Michigan,female,carpooled,189690
2017,Midwest,Michigan,female,public_transportation,28800
2017,Midwest,Michigan,female,bicycle,5733
2017,Midwest,Michigan,female,walked,47591
2017,Midwest,Michigan,female,taxicab_or_other,14000
2017,Midwest,Minnesota,female,drove_alone,1072201
2017,Midwest,Minnesota,female,carpooled,116629
2017,Midwest,Minnesota,female,public_transportation,56997
2017,Midwest,Minnesota,female,bicycle,6827
2017,Midwest,Minnesota,female,walked,36271
2017,Midwest,Minnesota,female,taxicab_or_other,9188
2017,Southeast,Mississippi,female,drove_alone,508724
2017,Southeast,Mississippi,female,carpooled,54659
2017,Southeast,Mississippi,female,public_transportation,1379
2017,Southeast,Mississippi,female,bicycle,268
2017,Southeast,Mississippi,female,walked,6311
2017,Southeast,Mississippi,female,taxicab_or_other,5774
2017,Midwest,Missouri,female,drove_alone,1142755
2017,Midwest,Missouri,female,carpooled,117970
2017,Midwest,Missouri,female,public_transportation,17698
2017,Midwest,Missouri,female,bicycle,1025
2017,Midwest,Missouri,female,walked,22934
2017,Midwest,Missouri,female,taxicab_or_other,10565
2017,West,Montana,female,drove_alone,187570
2017,West,Montana,female,carpooled,21067
2017,West,Montana,female,public_transportation,1482
2017,West,Montana,female,bicycle,1305
2017,West,Montana,female,walked,10916
2017,West,Montana,female,taxicab_or_other,1714
2017,Midwest,Nebraska,female,drove_alone,377259
2017,Midwest,Nebraska,female,carpooled,46144
2017,Midwest,Nebraska,female,public_transportation,3276
2017,Midwest,Nebraska,female,bicycle,797
2017,Midwest,Nebraska,female,walked,12790
2017,Midwest,Nebraska,female,taxicab_or_other,2607
2017,West,Nevada,female,drove_alone,500357
2017,West,Nevada,female,carpooled,69321
2017,West,Nevada,female,public_transportation,17407
2017,West,Nevada,female,bicycle,1084
2017,West,Nevada,female,walked,12805
2017,West,Nevada,female,taxicab_or_other,11834
2017,Northeast,New Hampshire,female,drove_alone,274644
2017,Northeast,New Hampshire,female,carpooled,27824
2017,Northeast,New Hampshire,female,public_transportation,2645
2017,Northeast,New Hampshire,female,bicycle,538
2017,Northeast,New Hampshire,female,walked,8188
2017,Northeast,New Hampshire,female,taxicab_or_other,3978
2017,Northeast,New Jersey,female,drove_alone,1491050
2017,Northeast,New Jersey,female,carpooled,163740
2017,Northeast,New Jersey,female,public_transportation,234194
2017,Northeast,New Jersey,female,bicycle,3039
2017,Northeast,New Jersey,female,walked,59032
2017,Northeast,New Jersey,female,taxicab_or_other,30857
2017,Southwest,New Mexico,female,drove_alone,328087
2017,Southwest,New Mexico,female,carpooled,45615
2017,Southwest,New Mexico,female,public_transportation,3544
2017,Southwest,New Mexico,female,bicycle,924
2017,Southwest,New Mexico,female,walked,7054
2017,Southwest,New Mexico,female,taxicab_or_other,3403
2017,Northeast,New York,female,drove_alone,2354823
2017,Northeast,New York,female,carpooled,279059
2017,Northeast,New York,female,public_transportation,1356169
2017,Northeast,New York,female,bicycle,20076
2017,Northeast,New York,female,walked,291856
2017,Northeast,New York,female,taxicab_or_other,57165
2017,Southeast,North Carolina,female,drove_alone,1887507
2017,Southeast,North Carolina,female,carpooled,185327
2017,Southeast,North Carolina,female,public_transportation,23324
2017,Southeast,North Carolina,female,bicycle,2457
2017,Southeast,North Carolina,female,walked,26478
2017,Southeast,North Carolina,female,taxicab_or_other,20472
2017,Midwest,North Dakota,female,drove_alone,149075
2017,Midwest,North Dakota,female,carpooled,16070
2017,Midwest,North Dakota,female,public_transportation,1350
2017,Midwest,North Dakota,female,bicycle,265
2017,Midwest,North Dakota,female,walked,4844
2017,Midwest,North Dakota,female,taxicab_or_other,910
2017,Midwest,Ohio,female,drove_alone,2193515
2017,Midwest,Ohio,female,carpooled,205862
2017,Midwest,Ohio,female,public_transportation,41972
2017,Midwest,Ohio,female,bicycle,4999
2017,Midwest,Ohio,female,walked,51917
2017,Midwest,Ohio,female,taxicab_or_other,22285
2017,Southwest,Oklahoma,female,drove_alone,672054
2017,Southwest,Oklahoma,female,carpooled,82650
2017,Southwest,Oklahoma,female,public_transportation,2908
2017,Southwest,Oklahoma,female,bicycle,1858
2017,Southwest,Oklahoma,female,walked,13641
2017,Southwest,Oklahoma,female,taxicab_or_other,5691
2017,West,Oregon,female,drove_alone,659827
2017,West,Oregon,female,carpooled,87432
2017,West,Oregon,female,public_transportation,44139
2017,West,Oregon,female,bicycle,13789
2017,West,Oregon,female,walked,35335
2017,West,Oregon,female,taxicab_or_other,8099
2017,Northeast,Pennsylvania,female,drove_alone,2180124
2017,Northeast,Pennsylvania,female,carpooled,244871
2017,Northeast,Pennsylvania,female,public_transportation,177732
2017,Northeast,Pennsylvania,female,bicycle,10450
2017,Northeast,Pennsylvania,female,walked,106340
2017,Northeast,Pennsylvania,female,taxicab_or_other,23084
2017,Northeast,Rhode Island,female,drove_alone,201172
2017,Northeast,Rhode Island,female,carpooled,23434
2017,Northeast,Rhode Island,female,public_transportation,5886
2017,Northeast,Rhode Island,female,bicycle,256
2017,Northeast,Rhode Island,female,walked,8723
2017,Northeast,Rhode Island,female,taxicab_or_other,1466
2017,Southeast,South Carolina,female,drove_alone,908833
2017,Southeast,South Carolina,female,carpooled,101786
2017,Southeast,South Carolina,female,public_transportation,5662
2017,Southeast,South Carolina,female,bicycle,932
2017,Southeast,South Carolina,female,walked,17317
2017,Southeast,South Carolina,female,taxicab_or_other,7069
2017,Midwest,South Dakota,female,drove_alone,164524
2017,Midwest,South Dakota,female,carpooled,16485
2017,Midwest,South Dakota,female,public_transportation,1339
2017,Midwest,South Dakota,female,bicycle,328
2017,Midwest,South Dakota,female,walked,6033
2017,Midwest,South Dakota,female,taxicab_or_other,559
2017,Southeast,Tennessee,female,drove_alone,1221456
2017,Southeast,Tennessee,female,carpooled,129915
2017,Southeast,Tennessee,female,public_transportation,9843
2017,Southeast,Tennessee,female,bicycle,948
2017,Southeast,Tennessee,female,walked,17892
2017,Southeast,Tennessee,female,taxicab_or_other,11025
2017,Southwest,Texas,female,drove_alone,4751402
2017,Southwest,Texas,female,carpooled,588050
2017,Southwest,Texas,female,public_transportation,86630
2017,Southwest,Texas,female,bicycle,8094
2017,Southwest,Texas,female,walked,82720
2017,Southwest,Texas,female,taxicab_or_other,66049
2017,West,Utah,female,drove_alone,493703
2017,West,Utah,female,carpooled,72514
2017,West,Utah,female,public_transportation,13809
2017,West,Utah,female,bicycle,2729
2017,West,Utah,female,walked,15631
2017,West,Utah,female,taxicab_or_other,4232
2017,Northeast,Vermont,female,drove_alone,117114
2017,Northeast,Vermont,female,carpooled,15269
2017,Northeast,Vermont,female,public_transportation,2916
2017,Northeast,Vermont,female,bicycle,609
2017,Northeast,Vermont,female,walked,8945
2017,Northeast,Vermont,female,taxicab_or_other,1012
2017,Southeast,Virginia,female,drove_alone,1540508
2017,Southeast,Virginia,female,carpooled,172561
2017,Southeast,Virginia,female,public_transportation,85131
2017,Southeast,Virginia,female,bicycle,4076
2017,Southeast,Virginia,female,walked,46490
2017,Southeast,Virginia,female,taxicab_or_other,24918
2017,West,Washington,female,drove_alone,1168412
2017,West,Washington,female,carpooled,166896
2017,West,Washington,female,public_transportation,110335
2017,West,Washington,female,bicycle,4956
2017,West,Washington,female,walked,49403
2017,West,Washington,female,taxicab_or_other,12440
2017,Southeast,West Virginia,female,drove_alone,278635
2017,Southeast,West Virginia,female,carpooled,30049
2017,Southeast,West Virginia,female,public_transportation,2446
